```csv
"Question Number","Question Text","Response_Scale","Response_Options","Card_Number","Variable_Name"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Профсоюзы","34","v82"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Полиция","34","v83"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Парламент","34","v84"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Государственные учреждения (службы)","34","v85"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Система социального обеспечения","34","v86"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Европейский Союз","34","v87"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Организация Объединенных Наций (ООН)","34","v88"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Система здравоохранения","34","v89"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Система правосудия","34","v90"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Крупные компании","34","v91"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Организации по защите окружающей среды","34","v92"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Политические партии","34","v93"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Правительство","34","v94"
"Q38","Я зачитаю Вам сейчас некоторые организации и общественные институты. Скажите, насколько Вы доверяете каждому из них - полностью доверяете, в некоторой степени доверяете, не очень доверяете или совсем не доверяете?","1 (Полностью доверяю) - 2 (В некоторой степени доверяю) - 3 (Не очень доверяю) - 4 (Совсем не доверяю) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","Социальные сети и социальные медиа","34","v95"
"Q39","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Совсем не важно) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Принципиально важно) - 0 (Противоречит принципам демократии)","Чтобы не было слишком большой разницы в доходах","35","v96"
"Q39","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Совсем не важно) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Принципиально важно) - 0 (Противоречит принципам демократии)","Чтобы были удовлетворены базовые потребности каждого человека - питание, жилье, одежда, образование, медицинская помощь","35","v97"
"Q39","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Совсем не важно) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Принципиально важно) - 0 (Противоречит принципам демократии)","Чтобы каждого оценивали по заслугам","35","v98"
"Q39","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Совсем не важно) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Принципиально важно) - 0 (Противоречит принципам демократии)","Чтобы была обеспечена защита от террористической угрозы","35","v99"
"Q40","Насколько для Вас важно жить в демократической стране?","1 (Совсем не важно) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Очень важно) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","36","v100"
"Q41","Как Вы считаете, насколько демократично управляется наша страна в настоящее время?","1 (Совсем не демократично) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Очень демократично) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","37","v101"
"Q42","Используя шкалу от 1 до 10, где 1 означает "совершенно не удовлетворен", а 10- полностью удовлетворен, скажите, насколько Вы удовлетворены тем, как работает политическая система в России в наши дни?","1 (Совершенно не удовлетворен) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Полностью удовлетворен) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","38","v102"
"Q43","Теперь я буду зачитывать описания различных политических систем, а Вы скажите по каждому, это очень хорошая, довольно хорошая, довольно плохая или очень плохая система управления для нашей страны?","Очень хорошая - Довольно хорошая - Довольно плохая - Очень плохая","Вся власть находится в руках одного человека, и его решения никем и ничем не ограничиваются – ни парламентом, ни выборами","39","v103"
"Q43","Теперь я буду зачитывать описания различных политических систем, а Вы скажите по каждому, это очень хорошая, довольно хорошая, довольно плохая или очень плохая система управления для нашей страны?","Очень хорошая - Довольно хорошая - Довольно плохая - Очень плохая","Управление страной находится в руках экспертов, ученых, элиты, а не избранного правительства","39","v104"
"Q43","Теперь я буду зачитывать описания различных политических систем, а Вы скажите по каждому, это очень хорошая, довольно хорошая, довольно плохая или очень плохая система управления для нашей страны?","Очень хорошая - Довольно хорошая - Довольно плохая - Очень плохая","Правят военные или военный режим","39","v105"
"Q43","Теперь я буду зачитывать описания различных политических систем, а Вы скажите по каждому, это очень хорошая, довольно хорошая, довольно плохая или очень плохая система управления для нашей страны?","Очень хорошая - Довольно хорошая - Довольно плохая - Очень плохая","Демократическая политическая система","39","v106"
"Q44","Теперь я буду называть Вам некоторые условия, которые некоторые люди считают важными для счастливого брака. Пожалуйста, скажите про каждое из них, считаете ли Вы это условие очень важным, довольно важным или не очень важным для благополучия в браке?","Очень важно - Довольно важно - Не очень важно","Супружеская верность","40","v107"
"Q44","Теперь я буду называть Вам некоторые условия, которые некоторые люди считают важными для счастливого брака. Пожалуйста, скажите про каждое из них, считаете ли Вы это условие очень важным, довольно важным или не очень важным для благополучия в браке?","Очень важно - Довольно важно - Не очень важно","Хороший доход","40","v108"
"Q44","Теперь я буду называть Вам некоторые условия, которые некоторые люди считают важными для счастливого брака. Пожалуйста, скажите про каждое из них, считаете ли Вы это условие очень важным, довольно важным или не очень важным для благополучия в браке?","Очень важно - Довольно важно - Не очень важно","Хорошие жилищные условия","40","v109"
"Q44","Теперь я буду называть Вам некоторые условия, которые некоторые люди считают важными для счастливого брака. Пожалуйста, скажите про каждое из них, считаете ли Вы это условие очень важным, довольно важным или не очень важным для благополучия в браке?","Очень важно - Довольно важно - Не очень важно","Совместное выполнение домашней работы","40","v110"
"Q44","Теперь я буду называть Вам некоторые условия, которые некоторые люди считают важными для счастливого брака. Пожалуйста, скажите про каждое из них, считаете ли Вы это условие очень важным, довольно важным или не очень важным для благополучия в браке?","Очень важно - Довольно важно - Не очень важно","Дети","40","v111"
"Q45","Согласны Вы или нет со следующим утверждением: "Брак - это устаревший способ организации семьи"?","1 (Да, согласен) - 2 (Нет, не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","41","v112"
"Q46","Исповедуете ли Вы какую-либо религию?","1 (Да)","","42","v113"
"Q47","Насколько Вы гордитесь тем, что Вы россиянин?","1 (Очень гордитесь) - 2 (Скорее гордитесь, чем нет) - 3 (Не очень гордитесь) - 4 (Совсем не гордитесь) - 8 (Затрудняюсь ответить /НЕ ЧИТАТЬ/) - 9 (Отказ от ответа /НЕ ЧИТАТЬ/)","","43","v114"
"Q48","Когда проводятся выборы, Вы голосуете каждый раз, в большинстве случаев или никогда?","1 (Каждый раз) - 2 (В большинстве случаев) - 3 (Никогда) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Местные выборы","44","v115"
"Q48","Когда проводятся выборы, Вы голосуете каждый раз, в большинстве случаев или никогда?","1 (Каждый раз) - 2 (В большинстве случаев) - 3 (Никогда) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Общероссийские выборы","44","v116"
"Q49","Какая партия Вам наиболее близка?","«Гражданская платформа» - «Гражданская сила» - «Зелёные» - «Единая Россия» - КПРФ - «Коммунисты России» - ЛДПР - Партия народной свободы (Парнас) - Партия роста - «Патриоты России» - «Родина» - Российская партия пенсионеров за справедливость - «Справедливая Россия» - «Яблоко» - Другая /ЗАПИШИТЕ/ - Никакая - Затрудняюсь ответить","","45","v117"
"Q50","Как часто, по Вашему мнению, во время выборов в России происходит то, что я буду называть?","Очень часто - Довольно часто - Не очень часто - Совсем не часто","Честный подсчет голосов","46","v118"
"Q50","Как часто, по Вашему мнению, во время выборов в России происходит то, что я буду называть?","Очень часто - Довольно часто - Не очень часто - Совсем не часто","Оппозиционные кандидаты не допускаются до выборов","46","v119"
"Q50","Как часто, по Вашему мнению, во время выборов в России происходит то, что я буду называть?","Очень часто - Довольно часто - Не очень часто - Совсем не часто","Телевидение представляет правительственную партию в более выгодном свете","46","v120"
"Q50","Как часто, по Вашему мнению, во время выборов в России происходит то, что я буду называть?","Очень часто - Довольно часто - Не очень часто - Совсем не часто","Подкуп избирателей","46","v121"
"Q50","Как часто, по Вашему мнению, во время выборов в России происходит то, что я буду называть?","Очень часто - Довольно часто - Не очень часто - Совсем не часто","Журналисты беспристрастно освещают выборы","46","v122"
"Q50","Как часто, по Вашему мнению, во время выборов в России происходит то, что я буду называть?","Очень часто - Довольно часто - Не очень часто - Совсем не часто","Избирательные комиссии работают честно","46","v123"
"Q50","Как часто, по Вашему мнению, во время выборов в России происходит то, что я буду называть?","Очень часто - Довольно часто - Не очень часто - Совсем не часто","Богатые люди покупают результаты выборов","46","v124"
"Q50","Как часто, по Вашему мнению, во время выборов в России происходит то, что я буду называть?","Очень часто - Довольно часто - Не очень часто - Совсем не часто","Избирателям угрожают расправой на избирательных участках","46","v125"
"Q51","Как Вы считаете, насколько иммигранты оказывают влияние на развитие России?","Очень хорошее - Довольно хорошее - В чем-то хорошее, в чем-то плохое - Довольно плохое - Очень плохое","","47","v126"
"Q52","Посмотрите на утверждения на концах шкалы на этой карточке и скажите, куда бы Вы поместили Вашу точку зрения на этой шкале?","1 (Иммигранты отнимают рабочие места у россиян) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Иммигранты не отнимают рабочие места у россиян) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","48","v127"
"Q52","Посмотрите на утверждения на концах шкалы на этой карточке и скажите, куда бы Вы поместили Вашу точку зрения на этой шкале?","1 (Иммигранты способствуют увеличению уровня преступности) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Иммигранты не способствуют увеличению уровня преступности) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","48","v128"
"Q52","Посмотрите на утверждения на концах шкалы на этой карточке и скажите, куда бы Вы поместили Вашу точку зрения на этой шкале?","1 (Иммигранты являются бременем для российской системы социального обеспечения) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Иммигранты не являются бременем для российской системы социального обеспечения) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","48","v129"
"Q52","Посмотрите на утверждения на концах шкалы на этой карточке и скажите, куда бы Вы поместили Вашу точку зрения на этой шкале?","1 (Для общества было бы лучше, если бы иммигранты сохраняли свои обычаи и традиции) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Для общества было бы лучше, если бы иммигранты не придерживались своих обычаев и традиций) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","48","v130"
"Q53","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Россиянизм","49","v131"
"Q53","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Уважать российские политические институты и законы","49","v132"
"Q53","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Иметь предков – выходцев из России","49","v133"
"Q53","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Говорить на русском языке","49","v134"
"Q53","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Должен считать российскую культуру своей культурой","49","v135"
"Q54","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Родиться в Европе","50","v136"
"Q54","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Иметь предков - европейцев","50","v137"
"Q54","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Быть христианином","50","v138"
"Q54","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Должен считать европейскую культуру своей культурой","50","v139"
"Q55","Насколько для Вас важно, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Евросоюз должен и далее расширяться) - 2 - 3 - 4 - 5 - 6 - 7 - 8 - 9 - 10 (Расширение Евросоюза уже зашло слишком далеко) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","51","v140"
"Q56","Здесь перечислены некоторые аспекты, которые люди считают важными в своей работе. Просмотрите этот список и скажите, что из приведенного здесь лично для Вас важно в работе?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Я бы отдавал часть своих доходов для спасения окружающей среды от загрязнения, если бы был уверен, что мои деньги будут потрачены именно на эти цели","52","v141"
"Q56","Здесь перечислены некоторые аспекты, которые люди считают важными в своей работе. Просмотрите этот список и скажите, что из приведенного здесь лично для Вас важно в работе?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Для такого человека как я слишком сложно сделать что-нибудь существенное для сохранения окружающей среды","52","v142"
"Q56","Здесь перечислены некоторые аспекты, которые люди считают важными в своей работе. Просмотрите этот список и скажите, что из приведенного здесь лично для Вас важно в работе?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","В жизни есть более важные задачи, чем защита окружающей среды","52","v143"
"Q56","Здесь перечислены некоторые аспекты, которые люди считают важными в своей работе. Просмотрите этот список и скажите, что из приведенного здесь лично для Вас важно в работе?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Нет смысла делать все возможное для сохранения окружающей среды, если другие не делают то же самое","52","v144"
"Q56","Здесь перечислены некоторые аспекты, которые люди считают важными в своей работе. Просмотрите этот список и скажите, что из приведенного здесь лично для Вас важно в работе?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Многие заявления об экологических угрозах преувеличенны","52","v145"
"Q57","По мнению одних, Евросоюз должен и далее расширяться, а по мнению других, расширение Евросоюза зашло уже слишком далеко. Куда бы Вы поместили Ваше мнение на этой шкале?","1 (Приоритетом должна быть защита окружающей среды, даже если это несколько задержит экономический рост и приведет к сокращению рабочих мест) - 2 (Приоритетом должен быть экономический рост и новые рабочие места, даже если это причиняет какой-то вред окружающей среде)","","53","v146"
"Q58","Как Вы считаете, должны ли власти в России иметь право на то, что я буду называть?","Определенно должны иметь право - Наверное, должны иметь право - Наверное, не должны иметь право - Определенно не должны иметь право - Затрудняюсь ответить - Отказ от ответа","Вести видеонаблюдение за людьми в общественных местах","54","v147"
"Q58","Как Вы считаете, должны ли власти в России иметь право на то, что я буду называть?","Определенно должны иметь право - Наверное, должны иметь право - Наверное, не должны иметь право - Определенно не должны иметь право - Затрудняюсь ответить - Отказ от ответа","Отслеживать всю электронную почту и любую другую информацию, которой люди обмениваются в Интернете","54","v148"
"Q58","Как Вы считаете, должны ли власти в России иметь право на то, что я буду называть?","Определенно должны иметь право - Наверное, должны иметь право - Наверное, не должны иметь право - Определенно не должны иметь право - Затрудняюсь ответить - Отказ от ответа","Собирать информацию о человеке, живущем в России, без его ведома","54","v149"
"Q59","Как часто Вы следите за политическими новостями…","Каждый день - Несколько раз в неделю - Один-два раза в неделю - Реже, чем раз в неделю - Никогда","по телевизору","55","v150"
"Q59","Как часто Вы следите за политическими новостями…","Каждый день - Несколько раз в неделю - Один-два раза в неделю - Реже, чем раз в неделю - Никогда","по радио","55","v151"
"Q59","Как часто Вы следите за политическими новостями…","Каждый день - Несколько раз в неделю - Один-два раза в неделю - Реже, чем раз в неделю - Никогда","в ежедневных газетах","55","v152"
"Q59","Как часто Вы следите за политическими новостями…","Каждый день - Несколько раз в неделю - Один-два раза в неделю - Реже, чем раз в неделю - Никогда","в социальных сетях или социальных медиа","55","v153"
"Q60","Насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","…людей, живущих с Вами по соседству","56","v154"
"Q60","Насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","… людей в Вашей области/крае/ республике","56","v155"
"Q60","Насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","… Ваших соотечественников","56","v156"
"Q60","Насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","… европейцев","56","v157"
"Q60","Насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","… всех людей на Земле","56","v158"
"Q61","А насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","… пожилых людей","57","v159"
"Q61","А насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","… безработных","57","v160"
"Q61","А насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","… иммигрантов","57","v161"
"Q61","А насколько Вас заботит уровень жизни…","Очень сильно - Сильно - В некоторой степени - Не очень - Совершенно не заботит","… больных людей и инвалидов","57","v162"
"Q62","Насколько для Вас важно, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Чтобы не было слишком большой разницы в доходах","58","v163"
"Q62","Насколько для Вас важно, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Чтобы были удовлетворены базовые потребности каждого человека - питание, жилье, одежда, образование, медицинская помощь","58","v164"
"Q62","Насколько для Вас важно, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Чтобы каждого оценивали по заслугам","58","v165"
"Q62","Насколько для Вас важно, чтобы в обществе было обеспечено то, что я буду сейчас называть?","Очень важно - Довольно важно - Не очень важно - Совсем не важно","Чтобы была обеспечена защита от террористической угрозы","58","v166"
"Q63","ИНТЕРВЬЮЕР, ОТМЕТЬТЕ ПОЛ РЕСПОНДЕНТА","1 (Мужской) - 2 (Женский)","","59","v167"
"Q64","В каком году Вы родились?","","","59","v168"
"Q65","Вы родились в России?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","60","v169"
"Q66","В какой стране Вы родились?","01.Украина - 02.Беларусь - 03.Казахстан - 04.Молдавия - 05.Узбекистан - 06.Киргизия - 07.Таджикистан - 08.Армения - 09.Азербайджан - 10.Грузия - 98.Другая страна /КАКАЯ/ - 99.Отказ от ответа","","61","v170"
"Q67","В каком году Вы впервые приехали жить в Россию?","","","61","v171"
"Q68","Ваш отец родился в России?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","62","v172"
"Q69","В какой стране родился Ваш отец?","01.Украина - 02.Беларусь - 03.Казахстан - 04.Молдавия - 05.Узбекистан - 06.Киргизия - 07.Таджикистан - 08.Армения - 09.Азербайджан - 10.Грузия - 98.Другая страна /КАКАЯ/ - 99.Отказ от ответа","","63","v173"
"Q70","Ваша мать родилась в России?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","64","v174"
"Q71","В какой стране родилась Ваша мать?","01.Украина - 02.Беларусь - 03.Казахстан - 04.Молдавия - 05.Узбекистан - 06.Киргизия - 07.Таджикистан - 08.Армения - 09.Азербайджан - 10.Грузия - 98.Другая страна /КАКАЯ/ - 99.Отказ от ответа","","65","v175"
"Q72","Каково Ваше официальное семейное положение в настоящее время?","1 (Женаты/замужем) - 2 (Вдовец/вдова) - 3 (Разведены) - 4 (Холосты/незамужняя и никогда не были женаты/замужем) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","66","v176"
"Q73","Жили ли Вы с Вашим партнером вместе до заключения брака?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","66","v177"
"Q74","Живете ли Вы сейчас с каким-либо партнером?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","67","v178"
"Q75","Есть ли у Вас человек, с которым Вы поддерживаете постоянные интимные отношения?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","67","v179"
"Q76","Вы живете со своими родителями, с родителями супруга(-и), и теми и другими, или не живете ни с какими родителями?","1 (Не живу с родителями) - 2 (Живу со своими родителями) - 3 (Живу с родителями супруга(-и)) - 4 (Живу и со своими, и с родителями супруга(-и)) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","68","v180"
"Q77","Скажите, пожалуйста, у Вас есть дети?","","","69","v181"
"Q78","Из скольких человек состоит Ваше домохозяйство? Учитывайте, пожалуйста, всех взрослых и детей, а также не забудьте включить Вас.","","","70","v182"
"Q79","А сколько лет самому младшему члену Вашего домохозяйства?","","","70","v183"
"Q81","Какой наивысший уровень образования Вы получили?","01.Вообще не учился в школе или закончил лишь 1-2 класса школы (незаконченная начальная школа) - 02.Закончил 3-7 классов средней школы, но не получил аттестата об основном общем образовании - 03.Получил аттестат об основном общем образовании (7 классов по системе до 1958 года, 8 классов по советской системе 60-80-х годов или 9 классов по современной системе), но не получил никакого профессионального образования - 04.Законченное среднее общее образование (10 лет по старой системе, 11 лет по новой), получил аттестат, но не получил никакого профессионального образования - 05.Начальное профессиональное образование - закончил ПТУ, ФЗУ, ФЗО, профессионально-технический лицей, которые не давали среднего общего образования (до 2 лет обучения) - 06.Начальное профессиональное образование - закончил ПТУ, профессионально-технический лицей, которые также дали среднее общее образование, или на базе полного среднего (1-3 года обучения) - 07.Среднее профессиональное образование - закончил техникум, училище, колледж (2-4 года обучения) - 08.Получил диплом бакалавра в вузе после 4 лет обучения по новой двухступенчатой системе - 09.Получил диплом магистра в вузе после дополнительных 2 лет обучения по новой системе - 10.Законченное высшее образование по 5-6-летней системе (диплом специалиста) - 11.Научная степень (кандидат, доктор наук) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","71","v184"
"Q81a","В каком возрасте Вы получили тот уровень образования, который Вы сейчас назвали?","","","71","v185"
